"Nom de l'annonce","Produit","Créateur","Type de contenu","Angle marketing","Hook","Audience","Mois","Nom Ad Set","Nom Campagne","Statut","Date de lancement","Personnes touchées","Impressions","Fréquence","Clics","Conversions (achats)","Budget dépensé (€)","Revenu estimé (€)","ROAS","CPM (€)","Coût par clic (€)","Taux de clic (%)","Coût par conversion (€)","Taux de conversion (%)","Hook rate (%)","Panier moyen (€)","Lien aperçu","ID Ad Set","ID Annonce"
"Abonnement - Motion/Vidéo - Les 3 raisons pour lesquelles ... - 805","Abonnement","Sophia_Wellness","Motion/Vidéo","Performance sportive","Les 3 raisons pour lesquelles j'adore","Broad FR","Septembre 2025","Broad FR - Abonnement","Campagne Abonnement Septembre 2025","Arrêtée","2025-09-06","13376","17324","1.3","615","37","2713.71","4008.36","1.48","156.64","4.41","3.55","73.34","6.02","39.35","108.33","https://www.facebook.com/ads/library/?id=ad_105514","as_400919","ad_105514"
"Abonnement - Témoignage - Les 3 raisons pour lesquelles ... - 806","Abonnement","Chris_Endurance","Témoignage","Performance sportive","Les 3 raisons pour lesquelles j'adore","LAL Purchasers","Novembre 2025","LAL Purchasers - Abonnement","Campagne Abonnement Novembre 2025","En pause","2025-11-08","353042","480664","1.36","18955","229","666.72","30980.87","46.47","1.39","0.04","3.94","2.91","1.21","53.56","135.29","https://www.facebook.com/ads/library/?id=ad_458120","as_534148","ad_458120"
"Abonnement - Image statique - Mon secret énergie révélé... - 807","Abonnement","Jake_Strong","Image statique","Performance sportive","Mon secret énergie révélé","45-54 ans Wellness","Septembre 2025","45-54 ans Wellness - Abonnement","Campagne Abonnement Septembre 2025","En ligne","2025-09-15","32100","37049","1.15","1017","52","2665.83","4372.34","1.64","71.95","2.62","2.75","51.27","5.11","29.17","84.08","https://www.facebook.com/ads/library/?id=ad_266733","as_474823","ad_266733"
"AG1 Powder - UGC - Ce que je prends chaque matin... - 808","AG1 Powder","Lily_Nutrition","UGC","Concentration mentale","Ce que je prends chaque matin","Intérêt Nutrition","Septembre 2025","Intérêt Nutrition - AG1 Powder","Campagne AG1 Powder Septembre 2025","En ligne","2025-09-18","27167","35432","1.3","609","50","245.19","4476.77","18.26","6.92","0.4","1.72","4.9","8.21","39.75","89.54","https://www.facebook.com/ads/library/?id=ad_287726","as_213134","ad_287726"
"AG1 Travel Packs - UGC - Pourquoi j'ai changé d'avis su... - 809","AG1 Travel Packs","Zoe_Energy","UGC","Anti-fatigue","Pourquoi j'ai changé d'avis sur les compléments","25-34 ans Fitness","Septembre 2025","25-34 ans Fitness - AG1 Travel Packs","Campagne AG1 Travel Packs Septembre 2025","En pause","2025-09-18","12238","17537","1.43","120","7","1897.26","710.66","0.37","108.19","15.81","0.68","271.04","5.83","59.37","101.52","https://www.facebook.com/ads/library/?id=ad_760510","as_968655","ad_760510"
"AG1 Travel Packs - Motion/Vidéo - Le seul complément dont j'ai b... - 810","AG1 Travel Packs","Max_Performance","Motion/Vidéo","Performance sportive","Le seul complément dont j'ai besoin","35-44 ans Santé","Octobre 2025","35-44 ans Santé - AG1 Travel Packs","Campagne AG1 Travel Packs Octobre 2025","Arrêtée","2025-10-18","393234","444111","1.13","11086","1541","4952.35","113011.71","22.82","11.15","0.45","2.5","3.21","13.9","47.45","73.34","https://www.facebook.com/ads/library/?id=ad_553531","as_257917","ad_553531"
"Omega-3 - UGC - Pourquoi j'ai changé d'avis su... - 811","Omega-3","Jake_Strong","UGC","Anti-fatigue","Pourquoi j'ai changé d'avis sur les compléments","Retargeting 30j","Septembre 2025","Retargeting 30j - Omega-3","Campagne Omega-3 Septembre 2025","En ligne","2025-09-09","66226","99730","1.51","1790","253","3551.06","31686.51","8.92","35.61","1.98","1.79","14.04","14.13","47.04","125.24","https://www.facebook.com/ads/library/?id=ad_646498","as_420655","ad_646498"
"Shaker - Podcast - Pourquoi j'ai changé d'avis su... - 812","Shaker","Mia_Mindful","Podcast","Énergie quotidienne","Pourquoi j'ai changé d'avis sur les compléments","45-54 ans Wellness","Juillet 2025","45-54 ans Wellness - Shaker","Campagne Shaker Juillet 2025","En ligne","2025-07-28","286955","375218","1.31","9539","606","3094.50","88668.13","28.65","8.25","0.32","2.54","5.11","6.35","24.85","146.32","https://www.facebook.com/ads/library/?id=ad_468636","as_280647","ad_468636"
"AG1 Travel Packs - Témoignage - 30 jours de transformation... - 813","AG1 Travel Packs","Jake_Strong","Témoignage","Santé digestive","30 jours de transformation","LAL Purchasers","Septembre 2025","LAL Purchasers - AG1 Travel Packs","Campagne AG1 Travel Packs Septembre 2025","Arrêtée","2025-09-13","327903","471180","1.44","14873","1732","2793.98","110337.29","39.49","5.93","0.19","3.16","1.61","11.65","26.77","63.71","https://www.facebook.com/ads/library/?id=ad_989196","as_665153","ad_989196"
"Omega-3 - Image statique - Ce que je prends chaque matin... - 814","Omega-3","Ava_Balance","Image statique","Anti-fatigue","Ce que je prends chaque matin","Broad FR","Novembre 2025","Broad FR - Omega-3","Campagne Omega-3 Novembre 2025","Archivée","2025-11-23","374471","494033","1.32","6714","344","4209.11","38718.57","9.2","8.52","0.63","1.36","12.24","5.12","20.55","112.55","https://www.facebook.com/ads/library/?id=ad_211731","as_372148","ad_211731"
"AG1 Powder - UGC - Le seul complément dont j'ai b... - 815","AG1 Powder","Jake_Strong","UGC","Performance sportive","Le seul complément dont j'ai besoin","LAL Purchasers","Octobre 2025","LAL Purchasers - AG1 Powder","Campagne AG1 Powder Octobre 2025","Archivée","2025-10-16","81043","106361","1.31","3193","0","1519.87","0.00","0","14.29","0.48","3","0","0","38","111.86","https://www.facebook.com/ads/library/?id=ad_334717","as_827743","ad_334717"
"Abonnement - Image statique - Ce que je prends chaque matin... - 816","Abonnement","Ava_Balance","Image statique","Nutrition optimale","Ce que je prends chaque matin","Broad FR","Octobre 2025","Broad FR - Abonnement","Campagne Abonnement Octobre 2025","En ligne","2025-10-08","122564","194898","1.59","332","3","4110.01","350.97","0.09","21.09","12.38","0.17","1370","0.9","35.51","116.99","https://www.facebook.com/ads/library/?id=ad_727327","as_946244","ad_727327"
"AG1 Powder - Motion/Vidéo - Les 3 raisons pour lesquelles ... - 817","AG1 Powder","Jake_Strong","Motion/Vidéo","Performance sportive","Les 3 raisons pour lesquelles j'adore","25-34 ans Fitness","Novembre 2025","25-34 ans Fitness - AG1 Powder","Campagne AG1 Powder Novembre 2025","En pause","2025-11-09","381916","498079","1.3","8731","661","4709.28","75650.93","16.06","9.45","0.54","1.75","7.12","7.57","27.63","114.45","https://www.facebook.com/ads/library/?id=ad_542091","as_350676","ad_542091"
"Bundle Complet - Témoignage - Pourquoi j'ai changé d'avis su... - 818","Bundle Complet","Jake_Strong","Témoignage","Concentration mentale","Pourquoi j'ai changé d'avis sur les compléments","Broad FR","Août 2025","Broad FR - Bundle Complet","Campagne Bundle Complet Août 2025","En ligne","2025-08-19","302701","427250","1.41","15813","887","207.82","62997.28","303.13","0.49","0.01","3.7","0.23","5.61","54.23","71.02","https://www.facebook.com/ads/library/?id=ad_591761","as_591340","ad_591761"
"Shaker - UGC - 30 jours de transformation... - 819","Shaker","Ethan_Fuel","UGC","Immunité renforcée","30 jours de transformation","45-54 ans Wellness","Septembre 2025","45-54 ans Wellness - Shaker","Campagne Shaker Septembre 2025","Archivée","2025-09-26","272310","323553","1.19","8232","887","2387.71","115512.34","48.38","7.38","0.29","2.54","2.69","10.78","44.01","130.23","https://www.facebook.com/ads/library/?id=ad_892449","as_506772","ad_892449"
"AG1 Powder - UGC - Mon secret énergie révélé... - 820","AG1 Powder","—","UGC","Santé digestive","Mon secret énergie révélé","LAL Purchasers","Novembre 2025","LAL Purchasers - AG1 Powder","Campagne AG1 Powder Novembre 2025","En pause","2025-11-28","373521","458393","1.23","7982","117","2768.84","7179.15","2.59","6.04","0.35","1.74","23.67","1.47","37.97","61.36","https://www.facebook.com/ads/library/?id=ad_911857","as_296960","ad_911857"
"AG1 Travel Packs - Podcast - Je ne peux plus m'en passer... - 821","AG1 Travel Packs","Emma_Health","Podcast","Immunité renforcée","Je ne peux plus m'en passer","18-24 ans Étudiants","Septembre 2025","18-24 ans Étudiants - AG1 Travel Packs","Campagne AG1 Travel Packs Septembre 2025","Archivée","2025-09-18","311692","437872","1.4","5274","623","2749.41","55586.89","20.22","6.28","0.52","1.2","4.41","11.81","43.1","89.22","https://www.facebook.com/ads/library/?id=ad_394089","as_451117","ad_394089"
"Abonnement - Témoignage - Le seul complément dont j'ai b... - 822","Abonnement","Noah_Vitality","Témoignage","Performance sportive","Le seul complément dont j'ai besoin","45-54 ans Wellness","Septembre 2025","45-54 ans Wellness - Abonnement","Campagne Abonnement Septembre 2025","En pause","2025-09-28","160025","204839","1.28","6031","32","4363.45","2597.52","0.6","21.3","0.72","2.94","136.36","0.53","45.24","81.17","https://www.facebook.com/ads/library/?id=ad_107602","as_515957","ad_107602"
"Shaker - Podcast - Mon secret énergie révélé... - 823","Shaker","Ben_Recovery","Podcast","Concentration mentale","Mon secret énergie révélé","Retargeting 30j","Juillet 2025","Retargeting 30j - Shaker","Campagne Shaker Juillet 2025","En pause","2025-07-18","250932","402218","1.6","14926","1690","4515.90","113231.13","25.07","11.23","0.3","3.71","2.67","11.32","40.34","67.00","https://www.facebook.com/ads/library/?id=ad_495912","as_552662","ad_495912"
"AG1 Travel Packs - Image statique - 30 jours de transformation... - 824","AG1 Travel Packs","Sophia_Wellness","Image statique","Santé digestive","30 jours de transformation","Retargeting 30j","Novembre 2025","Retargeting 30j - AG1 Travel Packs","Campagne AG1 Travel Packs Novembre 2025","En pause","2025-11-24","169900","200312","1.18","3636","199","3370.37","20990.26","6.23","16.83","0.93","1.82","16.94","5.47","23.22","105.48","https://www.facebook.com/ads/library/?id=ad_480976","as_637318","ad_480976"
"Abonnement - Motion/Vidéo - 30 jours de transformation... - 825","Abonnement","Jake_Strong","Motion/Vidéo","Performance sportive","30 jours de transformation","18-24 ans Étudiants","Juillet 2025","18-24 ans Étudiants - Abonnement","Campagne Abonnement Juillet 2025","En ligne","2025-07-09","49891","78333","1.57","2235","176","4604.81","15154.42","3.29","58.79","2.06","2.85","26.16","7.87","22.1","86.10","https://www.facebook.com/ads/library/?id=ad_586240","as_972064","ad_586240"
"Bundle Complet - Témoignage - Le matin parfait commence par.... - 826","Bundle Complet","Olivia_Green","Témoignage","Immunité renforcée","Le matin parfait commence par...","Intérêt Nutrition","Novembre 2025","Intérêt Nutrition - Bundle Complet","Campagne Bundle Complet Novembre 2025","Archivée","2025-11-18","105641","161048","1.52","836","49","3688.54","5641.01","1.53","22.9","4.41","0.52","75.28","5.86","49.44","115.12","https://www.facebook.com/ads/library/?id=ad_861167","as_845961","ad_861167"
"Vitamine D3+K2 - Témoignage - Mon secret énergie révélé... - 827","Vitamine D3+K2","Emma_Health","Témoignage","Bien-être général","Mon secret énergie révélé","45-54 ans Wellness","Juillet 2025","45-54 ans Wellness - Vitamine D3+K2","Campagne Vitamine D3+K2 Juillet 2025","Archivée","2025-07-24","223468","312583","1.4","14327","837","4604.03","94535.15","20.53","14.73","0.32","4.58","5.5","5.84","36.78","112.95","https://www.facebook.com/ads/library/?id=ad_720492","as_270451","ad_720492"
"Abonnement - Motion/Vidéo - Le matin parfait commence par.... - 828","Abonnement","Chris_Endurance","Motion/Vidéo","Bien-être général","Le matin parfait commence par...","Retargeting 30j","Juillet 2025","Retargeting 30j - Abonnement","Campagne Abonnement Juillet 2025","En ligne","2025-07-04","101052","137049","1.36","5313","640","4885.83","44244.56","9.06","35.65","0.92","3.88","7.63","12.05","39.89","69.13","https://www.facebook.com/ads/library/?id=ad_808487","as_907179","ad_808487"
"AG1 Travel Packs - Image statique - 30 jours de transformation... - 829","AG1 Travel Packs","Jake_Strong","Image statique","Bien-être général","30 jours de transformation","25-34 ans Fitness","Novembre 2025","25-34 ans Fitness - AG1 Travel Packs","Campagne AG1 Travel Packs Novembre 2025","Archivée","2025-11-03","188910","248275","1.31","5385","139","201.75","20840.24","103.3","0.81","0.04","2.17","1.45","2.58","58.72","149.93","https://www.facebook.com/ads/library/?id=ad_317922","as_124020","ad_317922"
"Vitamine D3+K2 - Podcast - Le seul complément dont j'ai b... - 830","Vitamine D3+K2","Ben_Recovery","Podcast","Anti-fatigue","Le seul complément dont j'ai besoin","25-34 ans Fitness","Août 2025","25-34 ans Fitness - Vitamine D3+K2","Campagne Vitamine D3+K2 Août 2025","Archivée","2025-08-25","201951","296902","1.47","13883","1982","4722.46","129550.32","27.43","15.91","0.34","4.68","2.38","14.28","47.42","65.36","https://www.facebook.com/ads/library/?id=ad_378471","as_604866","ad_378471"
"AG1 Travel Packs - Témoignage - 30 jours de transformation... - 831","AG1 Travel Packs","Chloe_Clean","Témoignage","Anti-fatigue","30 jours de transformation","45-54 ans Wellness","Septembre 2025","45-54 ans Wellness - AG1 Travel Packs","Campagne AG1 Travel Packs Septembre 2025","Archivée","2025-09-14","77959","97681","1.25","1848","58","4216.61","8537.41","2.02","43.17","2.28","1.89","72.7","3.14","15.79","147.20","https://www.facebook.com/ads/library/?id=ad_871297","as_305247","ad_871297"
"Shaker - UGC - Les 3 raisons pour lesquelles ... - 832","Shaker","Chloe_Clean","UGC","Nutrition optimale","Les 3 raisons pour lesquelles j'adore","25-34 ans Fitness","Août 2025","25-34 ans Fitness - Shaker","Campagne Shaker Août 2025","En pause","2025-08-18","181774","235041","1.29","8070","690","1368.13","57132.04","41.76","5.82","0.17","3.43","1.98","8.55","29.5","82.80","https://www.facebook.com/ads/library/?id=ad_837333","as_952271","ad_837333"
"AG1 Travel Packs - Témoignage - Le matin parfait commence par.... - 833","AG1 Travel Packs","Ethan_Fuel","Témoignage","Anti-fatigue","Le matin parfait commence par...","Broad FR","Septembre 2025","Broad FR - AG1 Travel Packs","Campagne AG1 Travel Packs Septembre 2025","Archivée","2025-09-06","342476","493432","1.44","21298","2178","4461.63","235603.95","52.81","9.04","0.21","4.32","2.05","10.23","44.49","108.17","https://www.facebook.com/ads/library/?id=ad_374207","as_430845","ad_374207"
"Shaker - Image statique - Les 3 raisons pour lesquelles ... - 834","Shaker","Emma_Health","Image statique","Nutrition optimale","Les 3 raisons pour lesquelles j'adore","45-54 ans Wellness","Septembre 2025","45-54 ans Wellness - Shaker","Campagne Shaker Septembre 2025","Archivée","2025-09-01","105213","139612","1.33","3951","417","1753.20","48770.02","27.82","12.56","0.44","2.83","4.2","10.55","37.77","116.95","https://www.facebook.com/ads/library/?id=ad_172320","as_540153","ad_172320"
"Shaker - Image statique - Le seul complément dont j'ai b... - 835","Shaker","Sophia_Wellness","Image statique","Bien-être général","Le seul complément dont j'ai besoin","25-34 ans Fitness","Août 2025","25-34 ans Fitness - Shaker","Campagne Shaker Août 2025","Arrêtée","2025-08-13","72335","91024","1.26","1007","143","1725.87","20935.19","12.13","18.96","1.71","1.11","12.07","14.2","56.96","146.40","https://www.facebook.com/ads/library/?id=ad_867433","as_197147","ad_867433"
"Bundle Complet - Motion/Vidéo - 30 jours de transformation... - 836","Bundle Complet","Mia_Mindful","Motion/Vidéo","Nutrition optimale","30 jours de transformation","LAL Purchasers","Octobre 2025","LAL Purchasers - Bundle Complet","Campagne Bundle Complet Octobre 2025","En ligne","2025-10-12","255990","331856","1.3","7345","530","2816.67","40301.89","14.31","8.49","0.38","2.21","5.31","7.22","40.73","76.04","https://www.facebook.com/ads/library/?id=ad_556313","as_128012","ad_556313"
"Vitamine D3+K2 - Image statique - Les 3 raisons pour lesquelles ... - 837","Vitamine D3+K2","Olivia_Green","Image statique","Anti-fatigue","Les 3 raisons pour lesquelles j'adore","Retargeting 30j","Juillet 2025","Retargeting 30j - Vitamine D3+K2","Campagne Vitamine D3+K2 Juillet 2025","En ligne","2025-07-04","252345","313344","1.24","6330","725","573.86","99368.32","173.16","1.83","0.09","2.02","0.79","11.45","50.75","137.06","https://www.facebook.com/ads/library/?id=ad_607845","as_257826","ad_607845"
"Abonnement - Podcast - Ce que je prends chaque matin... - 838","Abonnement","Lucas_Active","Podcast","Immunité renforcée","Ce que je prends chaque matin","25-34 ans Fitness","Août 2025","25-34 ans Fitness - Abonnement","Campagne Abonnement Août 2025","Arrêtée","2025-08-10","292548","434065","1.48","4550","541","2050.96","38685.11","18.86","4.73","0.45","1.05","3.79","11.89","39.84","71.51","https://www.facebook.com/ads/library/?id=ad_903814","as_577596","ad_903814"
"Shaker - UGC - Ce que je prends chaque matin... - 839","Shaker","Noah_Vitality","UGC","Santé digestive","Ce que je prends chaque matin","Retargeting 30j","Septembre 2025","Retargeting 30j - Shaker","Campagne Shaker Septembre 2025","Arrêtée","2025-09-17","175554","274690","1.56","758","40","2080.46","4023.62","1.93","7.57","2.74","0.28","52.01","5.28","41.16","100.59","https://www.facebook.com/ads/library/?id=ad_734220","as_227506","ad_734220"
